timestamp_hour;user_language;device;Out;In
13;en;web;etayyimray;moeetayyim
13;en;web;moeetayyim;etayyimray
14;en;iphone;annieontheradio;https://t.co/uvh0xahhj9
14;en;iphone;https://t.co/uvh0xahhj9;annieontheradio
14;en;iphone;chappradio;ninalasvegas
14;en;iphone;ninalasvegas;chappradio
14;en;iphone;cashmerecat;chappradio
14;en;iphone;chappradio;cashmerecat
14;en;iphone;johngreen;caradelevingne
14;en;iphone;caradelevingne;johngreen
14;en;iphone;johngreen;natandalex
14;en;iphone;natandalex;johngreen
14;en;iphone;johngreen;jakeschreier
14;en;iphone;jakeschreier;johngreen
14;en;iphone;johngreen;itunesmovies
14;en;iphone;itunesmovies;johngreen
14;en;iphone;caradelevingne;natandalex
14;en;iphone;natandalex;caradelevingne
14;en;iphone;caradelevingne;jakeschreier
14;en;iphone;jakeschreier;caradelevingne
14;en;iphone;caradelevingne;itunesmovies
14;en;iphone;itunesmovies;caradelevingne
14;en;iphone;natandalex;jakeschreier
14;en;iphone;jakeschreier;natandalex
14;en;iphone;natandalex;itunesmovies
14;en;iphone;itunesmovies;natandalex
14;en;iphone;jakeschreier;itunesmovies
14;en;iphone;itunesmovies;jakeschreier
14;en;web;brandonvdixon;stevepasquale
14;en;web;stevepasquale;brandonvdixon
14;en;web;brandonvdixon;phillipasoo
14;en;web;phillipasoo;brandonvdixon
14;en;web;brandonvdixon;nycitycenter
14;en;web;nycitycenter;brandonvdixon
14;en;web;brandonvdixon;thewildparty
14;en;web;thewildparty;brandonvdixon
14;en;web;stevepasquale;phillipasoo
14;en;web;phillipasoo;stevepasquale
14;en;web;stevepasquale;nycitycenter
14;en;web;nycitycenter;stevepasquale
14;en;web;stevepasquale;thewildparty
14;en;web;thewildparty;stevepasquale
14;en;web;phillipasoo;nycitycenter
14;en;web;nycitycenter;phillipasoo
14;en;web;phillipasoo;thewildparty
14;en;web;thewildparty;phillipasoo
14;en;web;nycitycenter;thewildparty
14;en;web;thewildparty;nycitycenter
14;en;web;suryalamech;https://t.co/goitcolrqc
14;en;web;https://t.co/goitcolrqc;suryalamech
14;en;web;uber;hillaryclinton
14;en;web;hillaryclinton;uber
14;en;web;sarahballsy;ashleyfetters
14;en;web;ashleyfetters;sarahballsy
14;en;web;sarahballsy;chrisgayomali
14;en;web;chrisgayomali;sarahballsy
14;en;web;sarahballsy;maggielange
14;en;web;maggielange;sarahballsy
14;en;web;ashleyfetters;chrisgayomali
14;en;web;chrisgayomali;ashleyfetters
14;en;web;ashleyfetters;maggielange
14;en;web;maggielange;ashleyfetters
14;en;web;chrisgayomali;maggielange
14;en;web;maggielange;chrisgayomali
14;en;iphone;truedetectiveseason2;https://t.co/krb5gayump
14;en;iphone;https://t.co/krb5gayump;truedetectiveseason2
14;en;web;harleydavidson;optionmonster
14;en;web;optionmonster;harleydavidson
14;en;iphone;prince;soulisticmusic
14;en;iphone;soulisticmusic;prince
14;en;web;marawritesstuff;jennyjaffe
14;en;web;jennyjaffe;marawritesstuff
14;en;web;marawritesstuff;54below
14;en;web;54below;marawritesstuff
14;en;web;jennyjaffe;54below
14;en;web;54below;jennyjaffe
14;en;web;musical;theaters
14;en;web;theaters;musical
14;en;web;chrisgayomali;rzgreenfield
14;en;web;rzgreenfield;chrisgayomali
14;en;http://foursquare.com;annakooiman;samhonig
14;en;http://foursquare.com;samhonig;annakooiman
14;en;http://foursquare.com;annakooiman;cherylcasone
14;en;http://foursquare.com;cherylcasone;annakooiman
14;en;http://foursquare.com;annakooiman;https://t.co/egq9pnclsy
14;en;http://foursquare.com;https://t.co/egq9pnclsy;annakooiman
14;en;http://foursquare.com;samhonig;cherylcasone
14;en;http://foursquare.com;cherylcasone;samhonig
14;en;http://foursquare.com;samhonig;https://t.co/egq9pnclsy
14;en;http://foursquare.com;https://t.co/egq9pnclsy;samhonig
14;en;http://foursquare.com;cherylcasone;https://t.co/egq9pnclsy
14;en;http://foursquare.com;https://t.co/egq9pnclsy;cherylcasone
14;en;web;jewelbots;https://t.co/isbganlbvb
14;en;web;https://t.co/isbganlbvb;jewelbots
14;en;web;vmas;hollyherndon
14;en;web;hollyherndon;vmas
14;en;web;vmas;azealiabanks
14;en;web;azealiabanks;vmas
14;en;web;hollyherndon;azealiabanks
14;en;web;azealiabanks;hollyherndon
14;en;http://www.tweetcaster.com;bethedifference;adidasfootball
14;en;http://www.tweetcaster.com;adidasfootball;bethedifference
14;en;http://www.tweetcaster.com;bethedifference;chelseafc
14;en;http://www.tweetcaster.com;chelseafc;bethedifference
14;en;http://www.tweetcaster.com;adidasfootball;chelseafc
14;en;http://www.tweetcaster.com;chelseafc;adidasfootball
14;en;web;voxdotcom;snapchat
14;en;web;snapchat;voxdotcom
14;en;web;voxdotcom;https://t.co/c3iemgiq3e
14;en;web;https://t.co/c3iemgiq3e;voxdotcom
14;en;web;snapchat;https://t.co/c3iemgiq3e
14;en;web;https://t.co/c3iemgiq3e;snapchat
14;en;iphone;edshow;michaeledyson
14;en;iphone;michaeledyson;edshow
14;en;iphone;edshow;ninaturner
14;en;iphone;ninaturner;edshow
14;en;iphone;michaeledyson;ninaturner
14;en;iphone;ninaturner;michaeledyson
14;en;web;shinedown;beacontheatre
14;en;web;beacontheatre;shinedown
14;en;web;shinedown;https://t.co/skp6l7slkb
14;en;web;https://t.co/skp6l7slkb;shinedown
14;en;web;beacontheatre;shinedown
14;en;web;shinedown;beacontheatre
14;en;web;beacontheatre;https://t.co/skp6l7slkb
14;en;web;https://t.co/skp6l7slkb;beacontheatre
14;en;web;shinedown;https://t.co/skp6l7slkb
14;en;web;https://t.co/skp6l7slkb;shinedown
14;en;web;gibberman10;bobsaietta
14;en;web;bobsaietta;gibberman10
14;en;web;gibberman10;knicksfanblog
14;en;web;knicksfanblog;gibberman10
14;en;web;gibberman10;jadubin5
14;en;web;jadubin5;gibberman10
14;en;web;gibberman10;jonknicksfan
14;en;web;jonknicksfan;gibberman10
14;en;web;bobsaietta;knicksfanblog
14;en;web;knicksfanblog;bobsaietta
14;en;web;bobsaietta;jadubin5
14;en;web;jadubin5;bobsaietta
14;en;web;bobsaietta;jonknicksfan
14;en;web;jonknicksfan;bobsaietta
14;en;web;knicksfanblog;jadubin5
14;en;web;jadubin5;knicksfanblog
14;en;web;knicksfanblog;jonknicksfan
14;en;web;jonknicksfan;knicksfanblog
14;en;web;jadubin5;jonknicksfan
14;en;web;jonknicksfan;jadubin5
14;en;web;gibberman10;bobsaietta
14;en;web;bobsaietta;gibberman10
14;en;web;gibberman10;knicksfanblog
14;en;web;knicksfanblog;gibberman10
14;en;web;gibberman10;jadubin5
14;en;web;jadubin5;gibberman10
14;en;web;gibberman10;jonknicksfan
14;en;web;jonknicksfan;gibberman10
14;en;web;bobsaietta;knicksfanblog
14;en;web;knicksfanblog;bobsaietta
14;en;web;bobsaietta;jadubin5
14;en;web;jadubin5;bobsaietta
14;en;web;bobsaietta;jonknicksfan
14;en;web;jonknicksfan;bobsaietta
14;en;web;knicksfanblog;jadubin5
14;en;web;jadubin5;knicksfanblog
14;en;web;knicksfanblog;jonknicksfan
14;en;web;jonknicksfan;knicksfanblog
14;en;web;jadubin5;jonknicksfan
14;en;web;jonknicksfan;jadubin5
14;en;instagram;nyc;https://t.co/ahg75lsavo
14;en;instagram;https://t.co/ahg75lsavo;nyc
14;en;instagram;karliekloss;https://t.co/vklxpupg5d
14;en;instagram;https://t.co/vklxpupg5d;karliekloss
14;en;web;bemeapp;beme
14;en;web;beme;bemeapp
14;en;web;wpp;cuba
14;en;web;cuba;wpp
14;en;web;wpp;noreenoleary
14;en;web;noreenoleary;wpp
14;en;web;cuba;noreenoleary
14;en;web;noreenoleary;cuba
14;en;iphone;ohshervin;kaciewilliams
14;en;iphone;kaciewilliams;ohshervin
14;en;web;19trk;shlomo00734955
14;en;web;shlomo00734955;19trk
14;en;web;19trk;rcvfa44
14;en;web;rcvfa44;19trk
14;en;web;19trk;big7lou
14;en;web;big7lou;19trk
14;en;web;19trk;kempterfirewire
14;en;web;kempterfirewire;19trk
14;en;web;shlomo00734955;rcvfa44
14;en;web;rcvfa44;shlomo00734955
14;en;web;shlomo00734955;big7lou
14;en;web;big7lou;shlomo00734955
14;en;web;shlomo00734955;kempterfirewire
14;en;web;kempterfirewire;shlomo00734955
14;en;web;rcvfa44;big7lou
14;en;web;big7lou;rcvfa44
14;en;web;rcvfa44;kempterfirewire
14;en;web;kempterfirewire;rcvfa44
14;en;web;big7lou;kempterfirewire
14;en;web;kempterfirewire;big7lou
14;en;iphone;bubbasparks;actionbronson
14;en;iphone;actionbronson;bubbasparks
14;en;iphone;bubbasparks;https://t.co/3xxcqqahzi
14;en;iphone;https://t.co/3xxcqqahzi;bubbasparks
14;en;iphone;actionbronson;https://t.co/3xxcqqahzi
14;en;iphone;https://t.co/3xxcqqahzi;actionbronson
14;en;web;bobsaietta;knicksfanblog
14;en;web;knicksfanblog;bobsaietta
14;en;web;bobsaietta;gibberman10
14;en;web;gibberman10;bobsaietta
14;en;web;bobsaietta;jadubin5
14;en;web;jadubin5;bobsaietta
14;en;web;bobsaietta;jonknicksfan
14;en;web;jonknicksfan;bobsaietta
14;en;web;knicksfanblog;gibberman10
14;en;web;gibberman10;knicksfanblog
14;en;web;knicksfanblog;jadubin5
14;en;web;jadubin5;knicksfanblog
14;en;web;knicksfanblog;jonknicksfan
14;en;web;jonknicksfan;knicksfanblog
14;en;web;gibberman10;jadubin5
14;en;web;jadubin5;gibberman10
14;en;web;gibberman10;jonknicksfan
14;en;web;jonknicksfan;gibberman10
14;en;web;jadubin5;jonknicksfan
14;en;web;jonknicksfan;jadubin5
14;en;iphone;gridlock;nyc
14;en;iphone;nyc;gridlock
15;en;web;davidehrlich;devincf
15;en;web;devincf;davidehrlich
15;en;web;davidehrlich;russfischer
15;en;web;russfischer;davidehrlich
15;en;web;devincf;russfischer
15;en;web;russfischer;devincf
15;en;web;blakeshelton;mirandalambert
15;en;web;mirandalambert;blakeshelton
15;en;instagram;eyebrows;https://t.co/qy5kczzxrf
15;en;instagram;https://t.co/qy5kczzxrf;eyebrows
15;en;web;laureninspace;tmyk
15;en;web;tmyk;laureninspace
15;en;web;mikefrancesany;jennerzaun
15;en;web;jennerzaun;mikefrancesany
15;en;instagram;teennickselfie;https://t.co/j4ok3ktpuf
15;en;instagram;https://t.co/j4ok3ktpuf;teennickselfie
15;en;web;psg;notatoo
15;en;web;notatoo;psg
15;en;web;psg;dontbelievethefakes
15;en;web;dontbelievethefakes;psg
15;en;web;psg;parislovesus
15;en;web;parislovesus;psg
15;en;web;psg;https://t.co/u9rvbcsc0n
15;en;web;https://t.co/u9rvbcsc0n;psg
15;en;web;notatoo;dontbelievethefakes
15;en;web;dontbelievethefakes;notatoo
15;en;web;notatoo;parislovesus
15;en;web;parislovesus;notatoo
15;en;web;notatoo;https://t.co/u9rvbcsc0n
15;en;web;https://t.co/u9rvbcsc0n;notatoo
15;en;web;dontbelievethefakes;parislovesus
15;en;web;parislovesus;dontbelievethefakes
15;en;web;dontbelievethefakes;https://t.co/u9rvbcsc0n
15;en;web;https://t.co/u9rvbcsc0n;dontbelievethefakes
15;en;web;parislovesus;https://t.co/u9rvbcsc0n
15;en;web;https://t.co/u9rvbcsc0n;parislovesus
15;en;iphone;meredithfrost;dewars
15;en;iphone;dewars;meredithfrost
15;en;iphone;meredithfrost;https://t.co/u2n1wwovsd
15;en;iphone;https://t.co/u2n1wwovsd;meredithfrost
15;en;iphone;dewars;https://t.co/u2n1wwovsd
15;en;iphone;https://t.co/u2n1wwovsd;dewars
15;en;iphone;joch1791;wythehotel
15;en;iphone;wythehotel;joch1791
15;en;web;newhorizons;pluto
15;en;web;pluto;newhorizons
15;en;web;moninaw;kdhungerford
15;en;web;kdhungerford;moninaw
15;en;web;moninaw;curalate
15;en;web;curalate;moninaw
15;en;web;kdhungerford;curalate
15;en;web;curalate;kdhungerford
15;en;iphone;maggielake;cnni
15;en;iphone;cnni;maggielake
15;en;iphone;maggielake;samuelcnn
15;en;iphone;samuelcnn;maggielake
15;en;iphone;cnni;samuelcnn
15;en;iphone;samuelcnn;cnni
15;en;web;leahfinnegan;deep
15;en;web;deep;leahfinnegan
15;en;iphone;mcwellons;cnbc
15;en;iphone;cnbc;mcwellons
15;en;iphone;tzlannte;elvisguesthouse
15;en;iphone;elvisguesthouse;tzlannte
16;en;web;bemeapp;beme
16;en;web;beme;bemeapp
16;en;iphone;pixelsmovie;extralife4kids
16;en;iphone;extralife4kids;pixelsmovie
16;en;iphone;pixelsmovie;nasdaq
16;en;iphone;nasdaq;pixelsmovie
16;en;iphone;extralife4kids;nasdaq
16;en;iphone;nasdaq;extralife4kids
16;en;iphone;nyyogorino;physique57
16;en;iphone;physique57;nyyogorino
16;en;iphone;nyyogorino;summer2015
16;en;iphone;summer2015;nyyogorino
16;en;iphone;nyyogorino;heatwave
16;en;iphone;heatwave;nyyogorino
16;en;iphone;physique57;summer2015
16;en;iphone;summer2015;physique57
16;en;iphone;physique57;heatwave
16;en;iphone;heatwave;physique57
16;en;iphone;summer2015;heatwave
16;en;iphone;heatwave;summer2015
16;en;web;jasonwstein;benedictevans
16;en;web;benedictevans;jasonwstein
16;en;web;jasonwstein;beme
16;en;web;beme;jasonwstein
16;en;web;benedictevans;beme
16;en;web;beme;benedictevans
16;en;web;jasonwstein;benedictevans
16;en;web;benedictevans;jasonwstein
16;en;web;jasonwstein;beme
16;en;web;beme;jasonwstein
16;en;web;benedictevans;beme
16;en;web;beme;benedictevans
16;en;web;kittypurrzog;eugenemirman
16;en;web;eugenemirman;kittypurrzog
16;en;web;kittypurrzog;eugenemirman
16;en;web;eugenemirman;kittypurrzog
16;en;web;kittypurrzog;geosafety
16;en;web;geosafety;kittypurrzog
16;en;web;eugenemirman;geosafety
16;en;web;geosafety;eugenemirman
16;en;iphone;klgandhoda;https://t.co/0il3dbfpap
16;en;iphone;https://t.co/0il3dbfpap;klgandhoda
16;en;web;translating;translation
16;en;web;translation;translating
16;en;web;andibartz;amalt
16;en;web;amalt;andibartz
16;en;web;vrizov;reverse
16;en;web;reverse;vrizov
16;en;iphone;dewars;meredithfrost
16;en;iphone;meredithfrost;dewars
16;en;web;par;mtvhits
16;en;web;mtvhits;par
16;tr;iphone;hannahfielo;elvisguesthouse
16;tr;iphone;elvisguesthouse;hannahfielo
16;tr;iphone;hannahfielo;cosmonautnyc
16;tr;iphone;cosmonautnyc;hannahfielo
16;tr;iphone;hannahfielo;ohhihaybaby
16;tr;iphone;ohhihaybaby;hannahfielo
16;tr;iphone;elvisguesthouse;cosmonautnyc
16;tr;iphone;cosmonautnyc;elvisguesthouse
16;tr;iphone;elvisguesthouse;ohhihaybaby
16;tr;iphone;ohhihaybaby;elvisguesthouse
16;tr;iphone;cosmonautnyc;ohhihaybaby
16;tr;iphone;ohhihaybaby;cosmonautnyc
16;en;instagram;repost;fitlyst
16;en;instagram;fitlyst;repost
16;en;instagram;repost;fitspo
16;en;instagram;fitspo;repost
16;en;instagram;repost;fitspiration
16;en;instagram;fitspiration;repost
16;en;instagram;repost;running
16;en;instagram;running;repost
16;en;instagram;repost;getafterit
16;en;instagram;getafterit;repost
16;en;instagram;repost;fitfam
16;en;instagram;fitfam;repost
16;en;instagram;repost;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;repost
16;en;instagram;fitlyst;fitspo
16;en;instagram;fitspo;fitlyst
16;en;instagram;fitlyst;fitspiration
16;en;instagram;fitspiration;fitlyst
16;en;instagram;fitlyst;running
16;en;instagram;running;fitlyst
16;en;instagram;fitlyst;getafterit
16;en;instagram;getafterit;fitlyst
16;en;instagram;fitlyst;fitfam
16;en;instagram;fitfam;fitlyst
16;en;instagram;fitlyst;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;fitlyst
16;en;instagram;fitspo;fitspiration
16;en;instagram;fitspiration;fitspo
16;en;instagram;fitspo;running
16;en;instagram;running;fitspo
16;en;instagram;fitspo;getafterit
16;en;instagram;getafterit;fitspo
16;en;instagram;fitspo;fitfam
16;en;instagram;fitfam;fitspo
16;en;instagram;fitspo;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;fitspo
16;en;instagram;fitspiration;running
16;en;instagram;running;fitspiration
16;en;instagram;fitspiration;getafterit
16;en;instagram;getafterit;fitspiration
16;en;instagram;fitspiration;fitfam
16;en;instagram;fitfam;fitspiration
16;en;instagram;fitspiration;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;fitspiration
16;en;instagram;running;getafterit
16;en;instagram;getafterit;running
16;en;instagram;running;fitfam
16;en;instagram;fitfam;running
16;en;instagram;running;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;running
16;en;instagram;getafterit;fitfam
16;en;instagram;fitfam;getafterit
16;en;instagram;getafterit;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;getafterit
16;en;instagram;fitfam;https://t.co/vgllqmndd5
16;en;instagram;https://t.co/vgllqmndd5;fitfam
16;en;iphone;lisamvillalobos;cnbcfastmoney
16;en;iphone;cnbcfastmoney;lisamvillalobos
16;en;web;edsheeran;calvinharris
16;en;web;calvinharris;edsheeran
16;en;web;edsheeran;mtvhits
16;en;web;mtvhits;edsheeran
16;en;web;edsheeran;elliegoulding
16;en;web;elliegoulding;edsheeran
16;en;web;calvinharris;mtvhits
16;en;web;mtvhits;calvinharris
16;en;web;calvinharris;elliegoulding
16;en;web;elliegoulding;calvinharris
16;en;web;mtvhits;elliegoulding
16;en;web;elliegoulding;mtvhits
16;en;iphone;lochness;https://t.co/0umm9fl8qd
16;en;iphone;https://t.co/0umm9fl8qd;lochness
16;en;web;carrierickey;glenn
16;en;web;glenn;carrierickey
16;en;web;theweeknd;mtvhits
16;en;web;mtvhits;theweeknd
16;en;web;u2;3
16;en;web;3;u2
16;en;web;u2;u2msg
16;en;web;u2msg;u2
16;en;web;u2;https://t.co/dhmccwmnym
16;en;web;https://t.co/dhmccwmnym;u2
16;en;web;3;u2msg
16;en;web;u2msg;3
16;en;web;3;https://t.co/dhmccwmnym
16;en;web;https://t.co/dhmccwmnym;3
16;en;web;u2msg;https://t.co/dhmccwmnym
16;en;web;https://t.co/dhmccwmnym;u2msg
16;en;web;shubb;ignorantnarrative
16;en;web;ignorantnarrative;shubb
16;en;web;maroon5;mtvhits
16;en;web;mtvhits;maroon5
16;en;iphone;potus;marine1
16;en;iphone;marine1;potus
16;en;iphone;potus;usmarines
16;en;iphone;usmarines;potus
16;en;iphone;potus;nypd
16;en;iphone;nypd;potus
16;en;iphone;marine1;usmarines
16;en;iphone;usmarines;marine1
16;en;iphone;marine1;nypd
16;en;iphone;nypd;marine1
16;en;iphone;usmarines;nypd
16;en;iphone;nypd;usmarines
16;en;web;adamlevine;mtvhits
16;en;web;mtvhits;adamlevine
16;en;iphone;msheathertweets;shwayze
16;en;iphone;shwayze;msheathertweets
16;en;iphone;realdonaldtrump;thedailyshow
16;en;iphone;thedailyshow;realdonaldtrump
16;en;iphone;periscopeco;cnbcfastmoney
16;en;iphone;cnbcfastmoney;periscopeco
16;en;web;mtvhits;maroon5
16;en;web;maroon5;mtvhits
16;en;iphone;nypd1pct;topgun
16;en;iphone;topgun;nypd1pct
16;en;iphone;nypd1pct;usmc
16;en;iphone;usmc;nypd1pct
16;en;iphone;topgun;usmc
16;en;iphone;usmc;topgun
16;en;web;hozier;mtv
16;en;web;mtv;hozier
16;en;iphone;hamiltonmusical;lin
16;en;iphone;lin;hamiltonmusical
16;en;iphone;hamiltonmusical;jonathangroff
16;en;iphone;jonathangroff;hamiltonmusical
16;en;iphone;lin;jonathangroff
16;en;iphone;jonathangroff;lin
16;en;iphone;maccosmetics;mac
16;en;iphone;mac;maccosmetics
16;en;iphone;maccosmetics;labelmusa
16;en;iphone;labelmusa;maccosmetics
16;en;iphone;maccosmetics;woolmarkprize
16;en;iphone;woolmarkprize;maccosmetics
16;en;iphone;mac;labelmusa
16;en;iphone;labelmusa;mac
16;en;iphone;mac;woolmarkprize
16;en;iphone;woolmarkprize;mac
16;en;iphone;labelmusa;woolmarkprize
16;en;iphone;woolmarkprize;labelmusa
16;en;web;thebielpark;mtvhits
16;en;web;mtvhits;thebielpark
16;en;iphone;newsbusters;bipartisanship
16;en;iphone;bipartisanship;newsbusters
16;en;iphone;newsbusters;https://t.co/lpi8gv0wlu
16;en;iphone;https://t.co/lpi8gv0wlu;newsbusters
16;en;iphone;bipartisanship;https://t.co/lpi8gv0wlu
16;en;iphone;https://t.co/lpi8gv0wlu;bipartisanship
16;en;web;lovatopig;mtvhits
16;en;web;mtvhits;lovatopig
16;en;web;usabritish;https://t.co/ia8sxzbeq1
16;en;web;https://t.co/ia8sxzbeq1;usabritish
16;en;web;cindlesss;mtvhits
16;en;web;mtvhits;cindlesss
16;en;iphone;noah;mhultimateguy
16;en;iphone;mhultimateguy;noah
17;en;web;mtvhits;pitbull
17;en;web;pitbull;mtvhits
17;en;web;mtvhits;par
17;en;web;par;mtvhits
17;en;web;pitbull;par
17;en;web;par;pitbull
17;en;android;pjclarkes;real
17;en;android;real;pjclarkes
17;en;android;pjclarkes;kimberlystewart
17;en;android;kimberlystewart;pjclarkes
17;en;android;real;kimberlystewart
17;en;android;kimberlystewart;real
17;en;web;par;davidguetta
17;en;web;davidguetta;par
17;en;web;par;nickiminaj
17;en;web;nickiminaj;par
17;en;web;davidguetta;nickiminaj
17;en;web;nickiminaj;davidguetta
17;en;web;reverse;samuelaadams
17;en;web;samuelaadams;reverse
17;en;web;thedailyshow;barackobama
17;en;web;barackobama;thedailyshow
17;en;web;wildeyyy;mrsasage
17;en;web;mrsasage;wildeyyy
17;en;web;bosnia;cnn
17;en;web;cnn;bosnia
17;en;web;bosnia;undpbih
17;en;web;undpbih;bosnia
17;en;web;cnn;undpbih
17;en;web;undpbih;cnn
17;en;web;nickiminaj;par
17;en;web;par;nickiminaj
17;en;iphone;ninjatune;solidsteelradio
17;en;iphone;solidsteelradio;ninjatune
17;en;instagram;voguemagazine;https://t.co/0ybs5w09a6
17;en;instagram;https://t.co/0ybs5w09a6;voguemagazine
17;en;web;paulmccartney;par
17;en;web;par;paulmccartney
17;en;iphone;jillianhl;danmannarino
17;en;iphone;danmannarino;jillianhl
17;en;web;rihanna;kanyewest
17;en;web;kanyewest;rihanna
17;en;web;rihanna;paulmccartney
17;en;web;paulmccartney;rihanna
17;en;web;rihanna;par
17;en;web;par;rihanna
17;en;web;kanyewest;paulmccartney
17;en;web;paulmccartney;kanyewest
17;en;web;kanyewest;par
17;en;web;par;kanyewest
17;en;web;paulmccartney;par
17;en;web;par;paulmccartney
17;en;iphone;furg2000;riskreversal
17;en;iphone;riskreversal;furg2000
17;en;android;paddudle;wnep
17;en;android;wnep;paddudle
17;en;android;paddudle;gojoexviii
17;en;android;gojoexviii;paddudle
17;en;android;wnep;gojoexviii
17;en;android;gojoexviii;wnep
17;en;web;taylorswift13;par
17;en;web;par;taylorswift13
17;en;web;taylorswift13;vmas
17;en;web;vmas;taylorswift13
17;en;web;taylorswift13;par
17;en;web;par;taylorswift13
17;en;web;vmas;par
17;en;web;par;vmas
17;en;web;gobabcock;nicholasgrant
17;en;web;nicholasgrant;gobabcock
17;en;web;par;mtvhits
17;en;web;mtvhits;par
17;en;web;alltimelow;atl
17;en;web;atl;alltimelow
17;en;instagram;johannaortizg;resort16
17;en;instagram;resort16;johannaortizg
17;en;instagram;johannaortizg;https://t.co/u94apwte7q
17;en;instagram;https://t.co/u94apwte7q;johannaortizg
17;en;instagram;resort16;https://t.co/u94apwte7q
17;en;instagram;https://t.co/u94apwte7q;resort16
17;en;web;justinbieber;mtvhits
17;en;web;mtvhits;justinbieber
17;en;web;d3visualization;enjalot
17;en;web;enjalot;d3visualization
17;en;web;tommomax;mtvhits
17;en;web;mtvhits;tommomax
17;en;instagram;hairdressing;https://t.co/gn0avodt1v
17;en;instagram;https://t.co/gn0avodt1v;hairdressing
17;en;web;filiperet;mtvhits
17;en;web;mtvhits;filiperet
17;en;iphone;michaeledyson;https://t.co/ufwei1e3at
17;en;iphone;https://t.co/ufwei1e3at;michaeledyson
17;en;web;cesarviana13;mtvhits
17;en;web;mtvhits;cesarviana13
17;en;instagram;elle;mattemagazine
17;en;instagram;mattemagazine;elle
17;en;instagram;elle;https://t.co/nza8wvz7xb
17;en;instagram;https://t.co/nza8wvz7xb;elle
17;en;instagram;mattemagazine;https://t.co/nza8wvz7xb
17;en;instagram;https://t.co/nza8wvz7xb;mattemagazine
17;en;web;sdnynews;susannecraig
17;en;web;susannecraig;sdnynews
18;en;web;estranhakrauss;mtvhits
18;en;web;mtvhits;estranhakrauss
18;en;web;live4lifembs;thicksunblock
18;en;web;thicksunblock;live4lifembs
18;en;web;live4lifembs;summersafety
18;en;web;summersafety;live4lifembs
18;en;web;live4lifembs;huffpostlive
18;en;web;huffpostlive;live4lifembs
18;en;web;thicksunblock;summersafety
18;en;web;summersafety;thicksunblock
18;en;web;thicksunblock;huffpostlive
18;en;web;huffpostlive;thicksunblock
18;en;web;summersafety;huffpostlive
18;en;web;huffpostlive;summersafety
18;en;web;shawnmendes;mtvhits
18;en;web;mtvhits;shawnmendes
18;en;web;loricheeknyc;msingleton
18;en;web;msingleton;loricheeknyc
18;en;iphone;lmoliva;samanthabarry
18;en;iphone;samanthabarry;lmoliva
18;en;iphone;cadetusa;woolmarkprize
18;en;iphone;woolmarkprize;cadetusa
18;en;iphone;cadetusa;style
18;en;iphone;style;cadetusa
18;en;iphone;cadetusa;nyc
18;en;iphone;nyc;cadetusa
18;en;iphone;cadetusa;wool
18;en;iphone;wool;cadetusa
18;en;iphone;woolmarkprize;style
18;en;iphone;style;woolmarkprize
18;en;iphone;woolmarkprize;nyc
18;en;iphone;nyc;woolmarkprize
18;en;iphone;woolmarkprize;wool
18;en;iphone;wool;woolmarkprize
18;en;iphone;style;nyc
18;en;iphone;nyc;style
18;en;iphone;style;wool
18;en;iphone;wool;style
18;en;iphone;nyc;wool
18;en;iphone;wool;nyc
18;es;android;peopleenespanol;cqtenny
18;es;android;cqtenny;peopleenespanol
18;es;android;peopleenespanol;newyork
18;es;android;newyork;peopleenespanol
18;es;android;cqtenny;newyork
18;es;android;newyork;cqtenny
18;en;instagram;massive;brian
18;en;instagram;brian;massive
18;en;instagram;massive;https://t.co/wiwno625bl
18;en;instagram;https://t.co/wiwno625bl;massive
18;en;instagram;brian;https://t.co/wiwno625bl
18;en;instagram;https://t.co/wiwno625bl;brian
18;en;http://www.tweetcaster.com;chelseafc;bethedifference
18;en;http://www.tweetcaster.com;bethedifference;chelseafc
18;en;web;edsheeran;mtvhits
18;en;web;mtvhits;edsheeran
18;en;web;mindful;mindfulness
18;en;web;mindfulness;mindful
18;en;web;edsheeran;mtvhits
18;en;web;mtvhits;edsheeran
18;en;http://www.tweetcaster.com;shavedsnow;wollysnyc
18;en;http://www.tweetcaster.com;wollysnyc;shavedsnow
18;en;http://www.tweetcaster.com;shavedsnow;adidasfootball
18;en;http://www.tweetcaster.com;adidasfootball;shavedsnow
18;en;http://www.tweetcaster.com;shavedsnow;bethedifference
18;en;http://www.tweetcaster.com;bethedifference;shavedsnow
18;en;http://www.tweetcaster.com;shavedsnow;chelseafc
18;en;http://www.tweetcaster.com;chelseafc;shavedsnow
18;en;http://www.tweetcaster.com;shavedsnow;adidas
18;en;http://www.tweetcaster.com;adidas;shavedsnow
18;en;http://www.tweetcaster.com;shavedsnow;adidasfootball
18;en;http://www.tweetcaster.com;adidasfootball;shavedsnow
18;en;http://www.tweetcaster.com;wollysnyc;adidasfootball
18;en;http://www.tweetcaster.com;adidasfootball;wollysnyc
